"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 01:37:36 GMT 2025","Thu Oct 23 01:37:36 GMT 2025","108","Automation Test Suite","API Tests","tests.api.RegistrationAPITests","tests.api.RegistrationAPITests","testRegisterInvalidUsers","Register users with invalid data","Verifies proper error handling for invalid registration data"
"passed","Thu Oct 23 01:37:36 GMT 2025","Thu Oct 23 01:37:36 GMT 2025","181","Automation Test Suite","API Tests","tests.api.RegistrationAPITests","tests.api.RegistrationAPITests","testRegisterUserWithSpecialChars","Register user with special characters in name","Verifies registration with special characters in name field"
"passed","Thu Oct 23 01:37:36 GMT 2025","Thu Oct 23 01:37:36 GMT 2025","127","Automation Test Suite","API Tests","tests.api.RegistrationAPITests","tests.api.RegistrationAPITests","testRegisterInvalidUsers","Register users with invalid data","Verifies proper error handling for invalid registration data"
"passed","Thu Oct 23 01:37:37 GMT 2025","Thu Oct 23 01:37:37 GMT 2025","94","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithInvalidCredentials","Login with invalid credentials","Verifies login endpoint properly rejects invalid credentials"
"passed","Thu Oct 23 01:37:36 GMT 2025","Thu Oct 23 01:37:36 GMT 2025","143","Automation Test Suite","API Tests","tests.api.RegistrationAPITests","tests.api.RegistrationAPITests","testRegisterInvalidUsers","Register users with invalid data","Verifies proper error handling for invalid registration data"
"passed","Thu Oct 23 01:37:38 GMT 2025","Thu Oct 23 01:37:38 GMT 2025","87","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithLongCredentials","Login with very long credentials","Verifies API handles very long credentials"
"passed","Thu Oct 23 01:37:35 GMT 2025","Thu Oct 23 01:37:35 GMT 2025","158","Automation Test Suite","API Tests","tests.api.RegistrationAPITests","tests.api.RegistrationAPITests","testRegisterValidUsers","Register users with valid data","Verifies successful user registration with valid data from users.json"
"passed","Thu Oct 23 01:37:38 GMT 2025","Thu Oct 23 01:37:38 GMT 2025","88","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithEmptyCredentials","Login with empty credentials","Verifies API handles empty credentials appropriately"
"passed","Thu Oct 23 01:37:37 GMT 2025","Thu Oct 23 01:37:37 GMT 2025","93","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithInvalidCredentials","Login with invalid credentials","Verifies login endpoint properly rejects invalid credentials"
"passed","Thu Oct 23 01:37:37 GMT 2025","Thu Oct 23 01:37:37 GMT 2025","112","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithInvalidCredentials","Login with invalid credentials","Verifies login endpoint properly rejects invalid credentials"
"passed","Thu Oct 23 01:37:37 GMT 2025","Thu Oct 23 01:37:38 GMT 2025","92","Automation Test Suite","API Tests","tests.api.LoginAPITests","tests.api.LoginAPITests","testLoginWithXSS","Login with XSS attempt","Verifies API is protected against XSS attacks"
